Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance
LOAN00252,252,Personal Loan,486922,60,9.04,10117,4931,2020-08-27,Active,0,47,1824038,3,Single,Postgraduate,5,683174,110559,7,6,2361271,1707317,0.25,1,2,0,0,0,2,48,538041,171,3,Poor,0,0.91,22,75,636053,662785,Monthly,150484,172660,42704,0.2642,2,3,107,98,0,Poor,0.2268,0,0,0,60,60,Current,31-60 DPD,0,2,,,,,,,
LOAN00253,253,Personal Loan,1031578,72,16.13,22450,9878,2020-02-02,Active,0,44,1140328,6,Married,Postgraduate,10,602640,290894,6,1,1388693,1851206,0.46,1,2,1,0,0,0,2,1032480,210,7,Poor,1,0.52,21,67,626438,614058,Monthly,93686,107850,71580,0.2979,0,3,99,31,6,Poor,0.3683,1,1,15,60,60,1-30 DPD,31-60 DPD,0,37,,,,,,,
LOAN00254,254,Education Loan,1667475,72,7.0,28428,21659,2019-07-25,Closed,0,41,2213400,2,Married,Graduate,8,610975,389173,7,1,1786758,826057,0.2,3,8,0,0,0,1,5,730254,47,47,Average,0,0.6,7,9,669976,663327,Monthly,184188,170472,165307,0.362,2,1,39,81,7,Average,0.6286,0,0,0,15,15,Current,Current,1,1,,,,,,,
LOAN00255,255,Business Loan,1349483,48,11.68,35325,10114,2021-03-19,Active,0,61,2081714,21,Single,Graduate,11,947992,303702,11,1,99027,1925556,0.31,1,6,0,0,0,0,56,659319,14,14,Average,2,0.96,52,93,971346,973819,Monthly,162480,112612,13355,0.5939,1,4,65,80,7,Average,0.8012,2,1,0,0,30,Current,Current,0,66,Machinery,1750308.0,0.771,,,Tier-2,Yes
LOAN00256,256,Personal Loan,509236,24,15.15,24727,5127,2021-03-27,Default,1,63,794799,20,Married,Graduate,16,493463,248168,5,6,1809057,1078969,0.09,2,6,1,0,0,0,46,1568214,64,51,Poor,0,0.8,47,35,588144,579330,Monthly,60252,29087,168025,0.638,4,3,175,72,1,Poor,0.4774,0,0,15,15,15,1-30 DPD,Current,0,66,,,,,,,
LOAN00257,257,Auto Loan,578116,48,9.22,14446,9368,2019-12-19,Active,0,34,297374,24,Married,Graduate,8,300535,26910,4,4,1939292,380686,0.39,4,8,0,0,0,0,13,1977843,78,57,Average,0,0.06,76,26,386931,392470,Monthly,22604,14086,46140,0.2852,3,4,102,11,2,Average,0.5787,0,0,0,0,30,Current,Current,1,14,Vehicle,986386.0,0.5861,,2.0,Tier-3,Yes
LOAN00258,258,Education Loan,284614,48,7.0,6815,3085,2020-06-26,Default,1,47,974662,2,Married,Graduate,14,230579,105389,4,6,2432117,1027930,0.4,2,2,1,1,1,0,20,913344,78,8,Poor,0,0.38,10,7,195259,180842,,77093,67958,5928,0.6567,6,17,108,77,5,Poor,0.4418,0,0,90,90,90,90+ DPD,61-90 DPD,0,7,,,,,,,
LOAN00259,259,Personal Loan,1127077,36,15.37,39275,9659,2021-08-01,NPA,1,59,687116,16,Married,Graduate,17,81670,294342,6,6,2987167,1682458,0.56,3,6,0,0,0,0,11,503831,199,19,Poor,2,0.02,54,3,119669,130633,Monthly,61854,70641,29975,0.4311,3,11,112,52,8,Poor,0.3321,2,2,0,30,30,Current,1-30 DPD,0,32,,,,,,,
LOAN00260,260,Auto Loan,1744207,36,9.07,55522,17066,2020-11-04,Default,1,33,1563050,1,Married,Postgraduate,8,453084,35899,8,4,1665073,2302673,0.02,3,6,0,0,0,3,0,1367639,159,57,Poor,0,0.28,16,13,518520,543136,Monthly,119233,88304,100724,0.3134,2,9,91,28,0,Poor,0.5698,0,0,0,15,15,Current,Current,0,13,Vehicle,2261821.0,0.7712,,11.0,Tier-1,Yes
LOAN00261,261,Home Loan,106609,12,12.81,9512,584,2019-09-21,Active,0,30,1040653,7,Married,Postgraduate,6,316729,472457,11,2,359149,1672480,0.38,4,9,2,2,2,1,2,1421976,84,2,Good,3,0.19,4,2,398302,411689,Monthly,91759,48609,56896,0.832,3,0,46,11,3,Good,0.9347,3,3,90,90,90,90+ DPD,61-90 DPD,0,46,Residential Property,181854.0,0.5862,Independent House,,Tier-1,Yes
LOAN00262,262,Business Loan,1598557,24,9.66,73514,29433,2019-09-25,Active,0,34,400001,20,Single,Graduate,14,538410,395664,11,6,2409078,1631113,0.81,4,5,2,1,1,3,4,1752098,188,26,Good,2,0.43,53,60,554713,545663,Monthly,35661,32093,80586,0.3605,2,0,163,9,0,Good,0.8326,2,2,60,60,60,61-90 DPD,31-60 DPD,0,63,Inventory,1807268.0,0.8845,,,Tier-1,No
LOAN00263,263,Auto Loan,490364,60,11.78,10853,9152,2021-07-03,Closed,0,21,2458892,24,Single,High School,15,574644,156540,8,7,2545882,226114,0.6,3,7,0,0,0,3,48,1693974,74,15,Good,0,0.61,65,71,526131,551659,Monthly,190039,195264,53750,0.2641,0,2,105,7,0,Good,0.8793,0,0,0,60,60,Current,31-60 DPD,0,48,Vehicle,568856.0,0.862,,4.0,Tier-2,No
LOAN00264,264,Business Loan,1389092,72,12.7,27665,12477,2022-11-23,Active,0,48,2362129,24,Married,Postgraduate,9,587043,495478,11,0,2496391,1910361,0.77,1,2,0,0,0,0,41,1219448,196,7,Good,1,0.76,44,34,573887,578893,Monthly,215526,96864,111697,0.8118,2,2,24,19,8,Good,0.8661,1,1,0,15,15,Current,Current,0,24,Commercial Property,2266228.0,0.613,,,Tier-1,Yes
LOAN00265,265,Home Loan,1955198,24,11.09,91209,18397,2022-12-08,Closed,0,38,671091,29,Single,Graduate,3,780863,135037,11,2,691713,1421352,0.35,0,2,1,1,0,2,21,825410,113,4,Poor,2,0.51,54,16,819404,840152,,54674,29352,80200,0.6836,2,2,136,60,7,Poor,0.4494,2,1,30,30,30,31-60 DPD,1-30 DPD,0,40,Residential Property,3205480.0,0.61,Independent House,,Tier-1,Yes
LOAN00266,266,Home Loan,481191,24,13.24,22930,2485,2021-03-07,Active,0,33,663932,6,Divorced,PhD,6,454201,242119,8,6,1313549,939842,0.8,3,3,2,2,1,0,9,848297,70,39,Good,5,0.61,5,94,461528,481094,Monthly,60581,46187,98698,0.5629,1,2,140,56,6,Good,0.9531,5,4,60,60,60,61-90 DPD,31-60 DPD,1,16,Residential Property,753687.0,0.6384,Villa,,Tier-2,Yes
LOAN00267,267,Personal Loan,104344,72,7.0,1778,600,2021-05-06,Default,1,52,2356969,20,Married,High School,1,531743,111172,8,3,817297,118706,0.53,2,7,1,0,0,0,31,1087129,84,6,Average,4,0.55,58,42,487283,493548,Bi-Monthly,213550,95363,77131,0.3621,2,4,165,36,2,Average,0.7185,4,4,15,30,30,1-30 DPD,1-30 DPD,0,26,,,,,,,
LOAN00268,268,Business Loan,490572,48,11.97,12911,7833,2022-02-24,Closed,0,32,2435608,22,Single,Graduate,13,437395,289861,9,7,1576947,1293290,0.11,0,5,2,1,0,0,12,228578,176,5,Good,1,0.11,75,40,476086,504871,Bi-Monthly,187097,160513,129182,0.6403,1,2,14,26,1,Good,0.8838,1,1,30,30,90,31-60 DPD,1-30 DPD,0,33,Commercial Property,603783.0,0.8125,,,Tier-1,Yes
LOAN00269,269,Home Loan,294021,72,13.17,5928,5297,2020-01-02,Closed,0,47,1888393,1,Married,Postgraduate,11,859659,32736,7,3,2169316,1133622,0.41,0,0,1,0,0,3,48,150395,191,38,Average,3,0.56,89,91,836274,839349,Monthly,168718,196101,152606,0.7263,1,0,116,31,9,Average,0.5685,3,3,15,15,90,1-30 DPD,Current,0,60,Residential Property,457571.0,0.6426,Apartment,,Tier-2,Yes
LOAN00270,270,Personal Loan,1984584,48,9.08,49461,37051,2021-01-06,Closed,0,56,1509392,12,Married,High School,12,327744,128075,9,5,1932873,1174135,0.14,2,7,0,0,0,0,53,911058,46,13,Poor,2,0.32,27,93,347400,336614,Monthly,133166,99267,89769,0.7469,1,3,55,66,4,Poor,0.2476,2,2,0,60,60,Current,31-60 DPD,2,25,,,,,,,
LOAN00271,271,Home Loan,1722021,24,15.79,84142,17472,2020-05-27,NPA,1,43,2396488,14,Married,Postgraduate,16,642713,359851,11,4,2521294,527308,0.67,3,6,2,2,2,0,15,188567,48,33,Average,2,0.14,87,1,619808,643276,Irregular,198980,118437,77913,0.2681,2,15,31,82,5,Average,0.565,2,1,90,90,90,90+ DPD,61-90 DPD,0,66,Residential Property,2733519.0,0.63,Apartment,,Tier-2,Yes
LOAN00272,272,Education Loan,1679600,60,12.87,38104,13415,2020-03-01,Active,0,61,280499,1,Married,Postgraduate,16,795474,397330,4,0,1666420,1073824,0.29,3,4,0,0,0,0,19,500172,172,16,Good,0,0.03,80,80,821190,828789,Monthly,24215,15383,229957,0.6594,0,2,109,68,1,Good,0.8488,0,0,0,0,60,Current,Current,2,23,,,,,,,
LOAN00273,273,Auto Loan,927577,24,10.15,42867,17867,2020-07-14,Closed,0,25,831377,13,Married,High School,6,350994,60619,11,3,2856661,2163249,0.02,1,3,1,0,0,0,30,1317481,191,7,Average,0,0.37,39,67,316002,292851,,64968,44532,52824,0.3826,0,2,19,19,2,Average,0.6982,0,0,15,30,90,1-30 DPD,1-30 DPD,0,16,Vehicle,1517144.0,0.6114,,8.0,Tier-2,Yes
LOAN00274,274,Auto Loan,807080,12,7.0,69834,4659,2021-08-06,Closed,0,33,511051,12,Single,Graduate,5,860172,132450,1,6,2097008,677597,0.42,0,3,1,1,1,0,32,592419,160,52,Good,3,0.96,22,53,886934,867198,Monthly,45718,30100,175954,0.3352,2,4,58,6,8,Good,0.8869,3,3,60,60,90,61-90 DPD,31-60 DPD,0,8,Vehicle,893536.0,0.9032,,4.0,Tier-2,Yes
LOAN00275,275,Personal Loan,1379354,12,8.1,120051,7252,2022-03-18,Active,0,58,1312031,28,Married,PhD,1,262962,464876,11,0,1823004,2052053,0.34,0,2,0,0,0,0,25,960523,69,53,Poor,2,0.83,77,72,270556,279633,Monthly,105939,106693,28548,0.5398,0,0,73,27,8,Poor,0.3123,2,2,0,90,90,Current,61-90 DPD,1,38,,,,,,,
LOAN00276,276,Personal Loan,790489,12,8.71,69023,13847,2022-12-04,Default,1,62,1352985,22,Single,High School,15,997613,78780,5,1,251825,514044,0.21,1,6,0,0,0,0,5,550582,44,12,Good,2,0.23,42,52,1013855,1015750,Monthly,103204,110024,301318,0.6107,4,13,20,15,6,Good,0.8774,2,2,0,15,15,Current,Current,0,34,,,,,,,
LOAN00277,277,Auto Loan,808014,60,11.74,17867,5774,2021-02-22,Active,0,52,1277962,21,Married,Graduate,14,905559,267413,6,2,1144289,825849,0.48,2,7,0,0,0,1,37,1638255,84,17,Poor,0,0.08,37,28,925431,912803,Monthly,110613,104980,247700,0.765,1,2,80,93,4,Poor,0.383,0,0,0,0,30,Current,Current,3,43,Vehicle,1177900.0,0.686,,3.0,Tier-3,Yes
LOAN00278,278,Education Loan,962053,12,20.14,89183,16760,2020-01-12,Default,1,58,2102558,4,Married,Postgraduate,4,130904,473462,1,3,391213,438518,0.65,4,7,1,0,0,0,42,1250938,123,12,Average,0,0.72,71,93,118849,90376,Monthly,158700,140583,10098,0.5865,5,12,155,80,9,Average,0.7181,0,0,15,30,30,1-30 DPD,1-30 DPD,0,10,,,,,,,
LOAN00279,279,Home Loan,1132616,36,8.79,35906,14202,2021-09-08,Active,0,59,1246218,4,Divorced,Postgraduate,13,333581,13097,8,3,1773219,1848628,0.77,1,4,0,0,0,2,9,618290,168,47,Poor,1,0.23,70,11,378130,407009,Monthly,103312,122321,94538,0.3776,3,3,170,26,8,Poor,0.2884,1,1,0,15,15,Current,Current,0,48,Residential Property,1555907.0,0.7279,Independent House,,Tier-2,Yes
LOAN00280,280,Personal Loan,618206,12,7.0,53491,11095,2022-03-19,Active,0,39,426151,18,Married,Graduate,19,816114,362429,7,1,2695895,2193428,0.64,1,4,1,0,0,3,42,1766615,77,17,Good,0,0.66,35,43,906821,919744,,33948,27591,238785,0.2572,3,1,12,90,8,Good,0.9484,0,0,15,15,60,1-30 DPD,Current,0,5,,,,,,,
LOAN00281,281,Home Loan,1543170,36,11.77,51085,12200,2022-07-05,NPA,1,60,2227078,7,Single,Postgraduate,3,485225,227800,10,6,1096863,608778,0.68,4,8,1,1,0,0,57,142353,159,28,Average,2,0.66,71,30,478829,482047,Monthly,175727,78690,82897,0.3297,6,17,16,1,6,Average,0.8092,2,1,30,60,60,31-60 DPD,31-60 DPD,0,26,Residential Property,1790697.0,0.8618,Independent House,,Tier-2,Yes
LOAN00282,282,Home Loan,330962,72,11.05,6308,5884,2021-09-02,Default,1,42,1372584,5,Single,Graduate,19,511660,365262,3,0,762037,599190,0.24,3,3,0,0,0,1,32,276299,14,2,Good,4,0.73,1,71,495090,480439,Monthly,124132,130847,98805,0.6994,4,15,150,51,2,Good,0.8423,4,3,0,30,30,Current,1-30 DPD,0,5,Residential Property,379657.0,0.8717,Apartment,,Tier-2,No
LOAN00283,283,Home Loan,1981419,60,14.4,46516,16542,2022-09-23,Active,0,27,1645162,21,Married,Postgraduate,17,43705,25382,1,2,1857330,632140,0.72,3,6,1,0,0,3,6,568221,205,35,Good,1,0.8,68,30,103480,99883,,126735,77477,29713,0.2311,0,1,5,73,4,Good,0.8251,1,1,15,90,90,1-30 DPD,61-90 DPD,2,57,Residential Property,2218643.0,0.8931,Apartment,,Tier-2,Yes
LOAN00284,284,Personal Loan,182291,60,10.73,3938,1490,2019-12-14,Active,0,42,1529520,6,Married,Postgraduate,14,953676,171156,7,6,1825810,2484869,0.32,0,4,0,0,0,0,9,1413946,31,6,Poor,5,0.34,86,25,909119,886601,Monthly,127201,152371,116114,0.6079,3,1,166,40,4,Poor,0.529,5,5,0,0,60,Current,Current,0,53,,,,,,,
LOAN00285,285,Personal Loan,1492679,24,14.14,71766,18844,2019-06-03,NPA,1,64,687392,24,Single,Graduate,16,71437,468521,8,4,2117926,1885951,0.09,2,4,1,0,0,0,33,1429001,51,5,Average,4,0.89,13,83,28654,34379,Irregular,58581,39634,9529,0.5656,7,5,132,89,9,Average,0.5525,4,4,15,15,90,1-30 DPD,Current,0,54,,,,,,,
LOAN00286,286,Auto Loan,1577639,60,19.39,41264,10016,2021-12-24,Active,0,45,589306,11,Single,High School,18,65428,72825,7,2,1602391,25750,0.18,0,5,0,0,0,1,29,784193,190,34,Good,3,0.88,11,91,102514,117241,Monthly,49940,47701,20919,0.4965,2,1,90,40,1,Good,0.9817,3,3,0,30,30,Current,1-30 DPD,1,23,Vehicle,1841743.0,0.8566,,7.0,Tier-2,Yes
LOAN00287,287,Auto Loan,1061321,12,10.94,93771,19092,2020-05-05,Default,1,60,2444747,10,Married,PhD,7,985743,215897,11,6,2033588,1583402,0.52,4,9,0,0,0,1,17,223788,140,25,Poor,1,0.87,52,68,944911,931114,Monthly,191594,84116,106384,0.1511,4,15,42,11,5,Poor,0.4803,1,0,0,30,60,Current,1-30 DPD,0,48,Vehicle,1556599.0,0.6818,,0.0,Tier-2,No
LOAN00288,288,Business Loan,205301,60,13.06,4677,1875,2021-07-30,Closed,0,63,1307535,27,Married,Graduate,12,577009,136162,8,4,2317155,895133,0.71,4,4,0,0,0,0,26,937213,134,41,Poor,1,0.6,40,79,595892,608820,Monthly,116873,63191,17097,0.2548,1,2,133,37,0,Poor,0.526,1,0,0,0,0,Current,Current,1,43,Machinery,328481.0,0.625,,,Tier-3,No
LOAN00289,289,Personal Loan,713193,72,17.25,15965,11070,2021-12-07,NPA,1,63,1774395,27,Single,High School,5,44305,267729,2,3,735370,1618645,0.52,4,7,1,0,0,0,9,1468736,160,5,Good,5,0.54,60,55,83374,99060,Monthly,142825,130539,9008,0.7956,6,17,34,44,0,Good,0.9992,5,5,15,15,15,1-30 DPD,Current,0,32,,,,,,,
LOAN00290,290,Personal Loan,1328025,72,10.36,24844,13728,2019-02-01,NPA,1,33,1682962,26,Divorced,Graduate,10,531034,64994,10,5,1332032,865407,0.39,3,6,0,0,0,0,1,1100627,201,59,Poor,0,0.93,44,22,527999,504981,Bi-Monthly,143829,168148,140442,0.4243,5,10,109,18,4,Poor,0.291,0,0,0,30,30,Current,1-30 DPD,0,11,,,,,,,
LOAN00291,291,Auto Loan,1108368,36,12.3,36972,6743,2019-08-24,Closed,0,54,476000,6,Married,Postgraduate,1,405371,343436,2,4,1926646,1574862,0.92,3,3,0,0,0,0,29,1378693,101,42,Average,0,0.52,18,82,409007,401833,Bi-Monthly,36108,18539,120276,0.6543,2,0,173,97,3,Average,0.7597,0,0,0,0,0,Current,Current,1,26,Vehicle,1748452.0,0.6339,,0.0,Tier-2,Yes
LOAN00292,292,Business Loan,864358,48,13.77,23520,14487,2020-11-06,Active,0,53,1458623,23,Divorced,Graduate,3,144751,169725,11,7,652697,873180,0.82,3,3,1,1,0,0,7,1546874,176,6,Poor,0,0.49,17,28,170023,162349,Irregular,119856,60176,35058,0.3793,1,1,134,88,9,Poor,0.5851,0,0,30,30,90,31-60 DPD,1-30 DPD,0,36,Machinery,1100697.0,0.7853,,,Tier-2,Yes
LOAN00293,293,Home Loan,546068,24,12.56,25848,9914,2021-10-08,Active,0,52,2353544,0,Married,Postgraduate,4,150635,330435,7,3,225141,1210593,0.42,3,8,1,0,0,1,49,1488207,148,51,Poor,0,0.66,15,72,104145,107740,Monthly,203258,132973,228,0.2229,2,4,93,74,7,Poor,0.2141,0,0,15,30,90,1-30 DPD,1-30 DPD,0,55,Residential Property,664800.0,0.8214,Apartment,,Tier-3,Yes
LOAN00294,294,Business Loan,1265945,24,11.35,59208,8038,2019-05-28,Active,0,43,2254949,27,Divorced,Graduate,10,896402,143448,5,5,1746525,1409172,0.9,1,3,0,0,0,1,47,163371,160,52,Good,1,0.15,39,58,860028,880501,Irregular,170992,181842,92365,0.1196,0,3,143,85,1,Good,0.9814,1,0,0,90,90,Current,61-90 DPD,0,62,Inventory,1740663.0,0.7273,,,Tier-1,No
LOAN00295,295,Personal Loan,817250,12,13.31,73113,14753,2020-11-18,Closed,0,56,573279,23,Divorced,Graduate,14,34413,434235,7,0,879689,1493232,0.35,2,4,0,0,0,3,6,1855268,157,47,Good,1,0.44,18,63,81916,59474,Monthly,50426,25494,9055,0.5833,0,4,77,89,1,Good,0.8506,1,1,0,15,15,Current,Current,1,1,,,,,,,
LOAN00296,296,Business Loan,1391944,12,9.64,122141,7520,2022-09-03,Active,0,24,1959784,27,Married,Graduate,2,60426,493331,3,0,2161772,783992,0.96,0,3,1,0,0,0,57,1460662,178,18,Average,1,0.65,67,49,134420,123484,Irregular,172661,110320,27601,0.2943,1,4,110,60,3,Average,0.7474,1,1,15,90,90,1-30 DPD,61-90 DPD,1,1,Inventory,2430987.0,0.5726,,,Tier-1,Yes
LOAN00297,297,Auto Loan,91357,60,7.0,1808,935,2019-01-09,Active,0,22,2162421,0,Single,Postgraduate,2,889393,109901,9,4,209807,800094,0.49,0,2,1,1,1,0,56,1053197,200,45,Good,3,0.31,20,29,973552,965619,Irregular,187474,181473,148770,0.3948,2,2,115,62,3,Good,0.994,3,3,90,90,90,90+ DPD,61-90 DPD,0,53,Vehicle,102921.0,0.8876,,5.0,Tier-1,Yes
LOAN00298,298,Home Loan,118149,48,9.66,2977,2339,2022-03-12,Active,0,37,1456226,28,Single,Postgraduate,2,675827,123492,1,0,2725443,773968,0.14,3,8,0,0,0,0,24,767073,147,6,Good,0,0.51,24,19,774062,746828,Monthly,125476,97765,21929,0.2154,0,2,46,5,6,Good,0.8037,0,0,0,30,30,Current,1-30 DPD,0,39,Residential Property,200864.0,0.5882,Apartment,,Tier-2,No
LOAN00299,299,Personal Loan,1276521,24,9.02,58329,13147,2022-10-25,Active,0,46,1923460,16,Married,Postgraduate,16,146512,316501,7,5,1258304,1698702,0.49,2,3,0,0,0,1,42,1966152,236,27,Average,1,0.79,64,17,119588,145527,Monthly,153269,178562,2701,0.5557,1,2,159,7,0,Average,0.5547,1,1,0,0,30,Current,Current,0,36,,,,,,,
LOAN00300,300,Auto Loan,1235873,36,18.5,44990,23347,2021-12-27,Default,1,23,482998,23,Divorced,Graduate,16,834679,235371,3,2,2273637,2474617,0.04,3,5,0,0,0,0,19,622931,188,33,Poor,1,0.17,100,55,923592,916845,Monthly,38468,18361,174704,0.3973,5,3,133,57,9,Poor,0.3854,1,1,0,0,0,Current,Current,0,41,Vehicle,1880997.0,0.657,,3.0,Tier-1,Yes
LOAN00301,301,Business Loan,837871,12,10.1,73701,5196,2020-07-17,Active,0,25,613322,20,Married,Graduate,5,681099,483692,2,1,1146881,11489,0.18,2,7,1,0,0,0,54,1560642,192,33,Good,3,0.02,71,79,700211,702235,Monthly,55052,31713,40272,0.2547,2,2,134,59,7,Good,0.8662,3,3,15,30,30,1-30 DPD,1-30 DPD,0,49,Commercial Property,1396572.0,0.5999,,,Tier-3,Yes
LOAN00302,302,Home Loan,1070796,48,12.95,28700,16180,2022-07-21,Active,0,25,627266,0,Divorced,Graduate,18,227350,240525,1,5,602083,2306631,0.53,3,7,1,0,0,1,11,1230658,154,16,Poor,0,0.84,52,91,249245,240001,Irregular,51709,37979,48872,0.6775,2,0,142,0,2,Poor,0.2459,0,0,15,15,15,1-30 DPD,Current,0,39,Residential Property,1466096.0,0.7304,Apartment,,Tier-1,Yes
LOAN00303,303,Personal Loan,720652,48,7.44,17404,13637,2019-01-25,Default,1,40,1912684,4,Single,Graduate,18,13917,192873,2,3,911046,1259821,0.16,1,4,0,0,0,2,2,1229515,219,33,Good,0,0.26,71,46,1000,5795,,171018,128284,1538,0.347,6,11,171,70,8,Good,0.8308,0,0,0,15,15,Current,Current,0,42,,,,,,,
LOAN00304,304,Auto Loan,1034203,72,7.88,18072,17907,2022-04-08,Closed,0,24,2223369,23,Divorced,High School,3,131207,147017,1,2,2394206,1262821,0.71,3,4,0,0,0,1,24,1922424,52,52,Good,1,0.43,50,23,196372,222951,Monthly,176926,110019,66643,0.5097,1,2,32,89,6,Good,0.8837,1,0,0,90,90,Current,61-90 DPD,0,68,Vehicle,1410888.0,0.733,,2.0,Tier-1,Yes
LOAN00305,305,Education Loan,969042,36,13.72,32987,14002,2020-10-15,Active,0,33,225398,12,Married,Graduate,3,524173,134845,2,1,1344073,982786,0.77,4,7,1,1,1,0,51,1558510,150,49,Good,0,0.37,89,77,474501,472346,,17911,13110,24939,0.4161,1,0,21,53,1,Good,0.8929,0,0,60,60,60,61-90 DPD,31-60 DPD,0,66,,,,,,,
LOAN00306,306,Personal Loan,1355889,36,10.12,43827,25541,2021-04-27,Default,1,32,672670,28,Divorced,Graduate,10,289165,230004,7,1,1461768,608219,0.15,0,5,2,2,1,0,24,521513,222,29,Average,1,0.74,49,8,310508,290395,,58910,36678,37267,0.7726,7,9,25,64,8,Average,0.7591,1,0,90,90,90,90+ DPD,61-90 DPD,0,36,,,,,,,
LOAN00307,307,Auto Loan,604753,36,15.82,21207,9298,2020-06-19,Active,0,60,1076194,14,Single,Postgraduate,3,797645,45905,6,5,1076924,1175485,0.53,2,7,1,1,1,1,39,1940558,174,48,Poor,4,0.25,74,7,848468,846594,Monthly,93268,43776,10758,0.665,1,2,69,79,5,Poor,0.2323,4,4,90,90,90,90+ DPD,61-90 DPD,0,4,Vehicle,908435.0,0.6657,,9.0,Tier-2,Yes
LOAN00308,308,Personal Loan,1145049,48,16.01,32456,12843,2019-12-06,Active,0,50,1062383,4,Single,High School,7,597724,195873,1,0,2668556,2492373,0.98,3,5,0,0,0,0,20,69693,211,55,Average,4,0.47,15,78,548412,540618,Monthly,93616,109019,31349,0.4522,0,4,10,72,2,Average,0.6948,4,4,0,60,90,Current,31-60 DPD,3,46,,,,,,,
LOAN00309,309,Home Loan,497223,12,9.45,43586,3167,2019-10-06,Active,0,33,1315468,3,Single,Graduate,4,946211,440207,4,1,108536,1313604,0.96,0,0,1,1,0,1,40,737673,198,19,Good,3,0.48,88,17,905654,912247,Monthly,120260,101252,3720,0.3553,3,3,28,82,4,Good,0.9104,3,3,30,90,90,31-60 DPD,61-90 DPD,1,35,Residential Property,855534.0,0.5812,Apartment,,Tier-2,Yes
LOAN00310,310,Auto Loan,1825028,72,13.31,36935,27647,2022-04-19,Active,0,59,2326768,5,Single,Graduate,18,731875,226573,5,4,2394424,1648934,0.49,1,6,0,0,0,3,50,103191,68,21,Good,3,0.59,4,70,821376,838904,Bi-Monthly,195925,211616,142868,0.4826,0,0,108,6,5,Good,0.8024,3,2,0,0,90,Current,Current,0,71,Vehicle,3255543.0,0.5606,,1.0,Tier-2,Yes
LOAN00311,311,Education Loan,543415,36,10.14,17570,9396,2019-04-08,Active,0,22,966646,5,Divorced,Postgraduate,10,215893,99117,5,1,2393493,2226264,0.0,2,7,0,0,0,3,19,109308,171,21,Good,3,0.93,39,60,195647,182458,Monthly,87146,104000,39955,0.5286,2,2,114,82,6,Good,0.9234,3,3,0,15,15,Current,Current,1,48,,,,,,,
LOAN00312,312,Home Loan,1983992,60,10.43,42574,37548,2021-03-24,NPA,1,21,1283982,20,Married,PhD,17,478781,81434,11,3,531048,2056467,0.93,3,8,1,1,1,0,31,1943213,22,22,Average,4,0.58,49,96,540800,521765,Irregular,116510,101116,16445,0.3135,4,16,116,52,0,Average,0.7482,4,3,60,60,60,61-90 DPD,31-60 DPD,0,39,Residential Property,3412020.0,0.5815,Apartment,,Tier-1,Yes
LOAN00313,313,Personal Loan,1371219,36,12.88,46122,14072,2019-03-16,Active,0,26,2012864,24,Married,Graduate,5,656191,220955,9,7,448382,2170075,0.98,3,5,0,0,0,1,57,1734895,82,50,Average,5,0.54,38,15,725308,716560,Irregular,157536,68817,134492,0.5308,3,3,20,76,9,Average,0.5753,5,5,0,60,60,Current,31-60 DPD,0,14,,,,,,,
LOAN00314,314,Home Loan,723739,48,7.0,17330,13654,2019-04-08,Active,0,56,632474,15,Single,Graduate,15,927749,210295,3,1,2235899,185221,0.55,2,2,0,0,0,0,59,1998171,135,16,Average,0,0.66,15,10,1001815,973271,Monthly,49111,46607,204290,0.4833,2,2,161,27,8,Average,0.8158,0,0,0,0,0,Current,Current,0,17,Residential Property,1003898.0,0.7209,Independent House,,Tier-2,No
LOAN00315,315,Auto Loan,526622,24,11.62,24696,7725,2020-12-02,Active,0,25,1494142,8,Divorced,Postgraduate,9,434401,168860,9,3,1637124,1625932,0.02,1,5,1,0,0,0,15,605045,178,32,Average,0,0.08,65,82,410938,394713,Monthly,129798,118995,107503,0.5188,1,1,166,45,7,Average,0.7988,0,0,15,15,90,1-30 DPD,Current,3,3,Vehicle,903191.0,0.5831,,6.0,Tier-2,Yes
